Station,Postmile (Abs),Freeway,Direction,Minimum,Mean,Maximum,# Lane Points,% Observed
441.00,309.96,15.00,N,107.00,"2,138.82","5,603.00",316188,96.60
"99,441.00",309.96,15.00,N,0.00,273.46,"1,771.00",105396,96.50
442.00,310.18,15.00,N,108.00,"2,158.51","5,671.00",316188,97.70
"99,442.00",310.18,15.00,N,0.00,268.76,"1,779.00",105396,97.60
"1,443.00",310.19,15.00,N,0.00,68.58,241.00,105396,26.30
444.00,310.80,15.00,N,121.00,"2,350.32","6,040.00",316188,97.20
"99,444.00",310.80,15.00,N,0.00,268.94,"1,742.00",105396,97.20
446.00,311.33,15.00,N,102.00,"2,137.01","5,659.00",316188,97.20
"2,446.00",311.33,15.00,N,0.00,80.16,504.00,105396,97.10
"99,446.00",311.33,15.00,N,0.00,263.05,"1,751.00",105396,97.10
480.00,311.54,15.00,N,104.00,"2,130.08","5,629.00",316188,97.80
"1,446.00",311.54,15.00,N,0.00,23.70,422.00,105396,96.90
"99,480.00",311.54,15.00,N,0.00,262.66,"1,704.00",105396,97.70
480.00,311.55,15.00,N,104.00,"2,130.08","5,629.00",316188,97.80
"1,446.00",311.55,15.00,N,0.00,23.70,422.00,105396,96.90
"99,480.00",311.55,15.00,N,0.00,262.66,"1,704.00",105396,97.70
"2,448.00",312.14,15.00,N,0.00,305.30,"1,267.00",105396,97.80
448.00,312.16,15.00,N,89.00,"1,890.03","4,788.00",316188,97.00
"1,451.00",312.16,15.00,N,0.00,193.59,"1,149.00",210792,53.40
"99,448.00",312.16,15.00,N,0.00,270.59,"1,595.00",105396,97.50
450.00,312.74,15.00,N,95.00,"2,108.40","5,873.00",316188,97.10
"99,450.00",312.74,15.00,N,0.00,268.36,"1,745.00",105396,97.40
452.00,313.19,15.00,N,96.00,"2,085.99","5,818.00",316188,97.80
"99,452.00",313.19,15.00,N,0.00,262.04,"1,672.00",105396,97.20
453.00,313.69,15.00,N,137.00,"2,744.31","8,127.00",526980,96.80
"99,453.00",313.69,15.00,N,0.00,288.39,"1,786.00",105396,96.70
454.00,314.30,15.00,N,134.00,"2,698.91","7,970.00",526980,91.00
"99,454.00",314.30,15.00,N,0.00,283.99,"1,679.00",105396,90.70
455.00,314.72,15.00,N,138.00,"2,724.89","7,988.00",526980,96.80
"99,455.00",314.72,15.00,N,0.00,261.72,"1,625.00",105396,96.80
457.00,315.24,15.00,N,119.00,"2,325.27","6,761.00",421584,95.90
"99,457.00",315.24,15.00,N,0.00,209.81,"1,215.00",105396,96.00
"1,456.00",315.38,15.00,N,0.00,424.82,"1,158.00",210792,85.40
766.00,315.74,15.00,N,132.00,"2,659.24","7,495.00",421584,98.10
"99,766.00",315.74,15.00,N,0.00,171.36,"1,013.00",105396,98.00
485.00,316.25,15.00,N,135.00,"2,642.82","7,358.00",421584,97.90
"99,485.00",316.25,15.00,N,0.00,250.17,"1,490.00",105396,97.80
765.00,316.84,15.00,N,128.00,"2,235.89","6,180.00",421584,96.90
"99,765.00",316.84,15.00,N,0.00,455.39,"2,346.00",105396,97.20
"1,762.00",317.03,15.00,N,0.00,287.41,985.00,210792,75.80
458.00,317.54,15.00,N,78.00,"2,363.28","6,291.00",421584,95.90
"99,458.00",317.54,15.00,N,0.00,92.76,564.00,105396,95.80
460.00,318.08,15.00,N,116.00,"2,360.72","6,484.00",421584,97.30
"99,460.00",318.08,15.00,N,0.00,242.77,"1,462.00",105396,97.00
"1,460.00",318.15,15.00,N,0.00,303.31,"1,170.00",210792,73.10
473.00,318.76,15.00,N,125.00,"2,797.32","7,534.00",526980,94.00
"99,473.00",318.76,15.00,N,0.00,241.15,"1,462.00",105396,94.10
467.00,319.31,15.00,N,3.00,"2,329.16","6,440.00",421584,97.50
"2,467.00",319.31,15.00,N,0.00,438.08,"1,376.00",210792,97.60
"99,467.00",319.31,15.00,N,0.00,204.77,"1,197.00",105396,97.50
"1,462.00",319.68,15.00,N,0.00,409.54,"1,219.00",210792,74.80
462.00,319.69,15.00,N,2.00,"2,313.22","6,413.00",421584,97.30
"1,463.00",319.69,15.00,N,0.00,340.77,967.00,105396,97.60
"99,462.00",319.69,15.00,N,0.00,234.28,"1,378.00",105396,97.30
757.00,320.44,15.00,N,5.00,"2,663.80","7,261.00",421584,97.50
"99,757.00",320.44,15.00,N,0.00,236.68,"1,398.00",105396,97.50
758.00,321.37,15.00,N,6.00,"2,594.57","6,886.00",421584,97.60
"99,758.00",321.37,15.00,N,0.00,175.42,"1,159.00",105396,97.50
756.00,321.98,15.00,N,11.00,"2,711.25","7,338.00",421584,97.60
"99,756.00",321.98,15.00,N,0.00,246.87,"1,410.00",105396,97.50
754.00,322.68,15.00,N,3.00,"2,439.95","6,731.00",421584,97.60
"2,754.00",322.68,15.00,N,0.00,242.13,"1,080.00",105396,97.60
"99,754.00",322.68,15.00,N,0.00,187.12,"1,025.00",105396,97.50
767.00,323.07,15.00,N,2.00,"2,414.05","6,638.00",421584,95.80
"99,767.00",323.07,15.00,N,0.00,192.94,"1,200.00",105396,95.70
760.00,323.65,15.00,N,1.00,"2,380.04","6,427.00",421584,97.80
"99,760.00",323.65,15.00,N,0.00,130.40,840.00,105396,97.60
"3,844.00",324.25,15.00,N,0.00,650.70,"2,729.00",210792,97.30
"4,844.00",324.25,15.00,N,0.00,131.20,439.00,105396,97.30
902.00,324.41,15.00,N,1.00,"1,659.03","4,163.00",316188,98.10
"99,902.00",324.41,15.00,N,0.00,220.79,"1,230.00",105396,97.90
"1,756.00",324.66,15.00,N,0.00,436.43,"1,151.00",105396,65.60
912.00,324.72,15.00,N,99.00,"2,042.17","5,888.00",421584,93.50
"1,912.00",324.72,15.00,N,0.00,352.38,"1,094.00",105396,93.60
"4,912.00",324.72,15.00,N,0.00,228.67,"1,201.00",105396,93.60
909.00,325.35,15.00,N,100.00,"2,421.33","6,629.00",421584,95.50
"99,909.00",325.35,15.00,N,0.00,234.85,"1,241.00",105396,95.50
907.00,326.23,15.00,N,93.00,"2,372.98","6,475.00",421584,95.50
"2,907.00",326.23,15.00,N,0.00,8.45,165.00,105396,60.30
"99,907.00",326.23,15.00,N,0.00,226.29,"1,435.00",105396,95.40
905.00,327.32,15.00,N,95.00,"2,380.30","6,497.00",421584,97.80
"99,905.00",327.32,15.00,N,0.00,230.46,"1,432.00",105396,97.70
903.00,328.27,15.00,N,93.00,"2,082.05","5,508.00",316188,97.60
"2,903.00",328.27,15.00,N,0.00,307.47,"1,403.00",105396,97.80
"99,903.00",328.27,15.00,N,0.00,234.98,"1,459.00",105396,97.50
"3,771.00",328.88,15.00,N,0.00,418.47,"2,697.00",210792,75.60
771.00,328.93,15.00,N,90.00,"2,079.35","5,541.00",316188,95.30
"1,771.00",328.93,15.00,N,0.00,290.24,952.00,105396,96.50
"99,771.00",328.93,15.00,N,0.00,244.85,"1,534.00",105396,96.40
737.00,329.88,15.00,N,0.00,"2,061.60","4,948.00",316188,90.50
"2,737.00",329.88,15.00,N,0.00,332.98,"1,139.00",105396,94.10
"99,737.00",329.88,15.00,N,0.00,265.01,"1,555.00",105396,94.00
"3,739.00",330.21,15.00,N,0.00,299.02,950.00,210792,62.90
739.00,330.29,15.00,N,0.00,"2,026.56","4,732.00",316188,96.60
"1,739.00",330.29,15.00,N,0.00,228.80,665.00,105396,98.10
"99,739.00",330.29,15.00,N,0.00,317.25,"1,539.00",105396,94.70
769.00,331.36,15.00,N,0.00,"2,115.33","5,116.00",316188,76.40
"2,769.00",331.36,15.00,N,0.00,449.98,"1,453.00",210792,76.30
"3,987.00",331.72,15.00,N,0.00,327.45,"1,032.00",316188,46.70
987.00,331.83,15.00,N,0.00,"2,141.02","5,254.00",316188,94.80
"1,987.00",331.83,15.00,N,0.00,281.19,"1,048.00",210792,98.20
985.00,332.55,15.00,N,0.00,"1,975.47","4,763.00",316188,87.60
"2,985.00",332.55,15.00,N,0.00,423.75,"1,247.00",210792,87.70
983.00,333.15,15.00,N,0.00,"1,933.43","4,778.00",316188,91.00
"1,983.00",333.15,15.00,N,0.00,392.77,"1,191.00",105396,91.50
981.00,333.81,15.00,N,8.00,"2,024.50","5,127.00",316188,90.80
"2,981.00",333.81,15.00,N,0.00,337.58,"1,938.00",210792,91.50
979.00,334.36,15.00,N,107.00,"2,152.26","5,340.00",316188,97.30
"1,979.00",334.36,15.00,N,0.00,235.49,"1,024.00",105396,98.20
977.00,334.92,15.00,N,114.00,"2,396.63","6,146.00",421584,97.80
975.00,335.55,15.00,N,35.00,"2,094.04","6,165.00",316188,90.50
"2,975.00",335.55,15.00,N,0.00,99.00,"1,668.00",210792,49.10
973.00,336.05,15.00,N,34.00,"2,095.60","6,621.00",316188,92.50
971.00,336.37,15.00,N,6.00,"2,157.70","6,329.00",421584,94.90
969.00,337.46,15.00,N,10.00,"2,277.83","5,697.00",421584,91.90
967.00,338.18,15.00,N,9.00,"1,964.53","5,297.00",316188,79.90
"2,967.00",338.18,15.00,N,0.00,273.41,"1,101.00",210792,80.40
915.00,338.70,15.00,N,4.00,"2,178.94","5,908.00",421584,93.90
919.00,339.67,15.00,N,30.00,"2,005.51","5,494.00",316188,84.50
917.00,340.12,15.00,N,1.00,"1,781.22","4,780.00",316188,98.10
916.00,340.80,15.00,N,50.00,"2,198.81","5,901.00",421584,82.90
918.00,341.24,15.00,N,108.00,"2,254.32","5,883.00",421584,96.20
920.00,341.93,15.00,N,86.00,"1,934.32","5,038.00",421584,98.10
"2,920.00",341.93,15.00,N,0.00,351.26,"1,125.00",210792,98.10
"1,920.00",342.07,15.00,N,0.00,293.23,"1,135.00",210792,98.00
922.00,342.56,15.00,N,105.00,"2,203.22","5,804.00",526980,97.20
924.00,342.98,15.00,N,90.00,"1,950.93","5,137.00",421584,97.20
"2,924.00",342.98,15.00,N,0.00,241.03,871.00,105396,97.20
926.00,343.38,15.00,N,93.00,"1,968.99","5,315.00",421584,96.30
"2,928.00",343.90,15.00,N,0.00,219.65,914.00,210792,98.10
928.00,343.91,15.00,N,75.00,"1,762.42","4,611.00",421584,98.10
"1,928.00",344.00,15.00,N,0.00,172.94,627.00,105396,98.10
930.00,344.40,15.00,N,84.00,"1,938.83","5,072.00",421584,98.10
"2,932.00",344.90,15.00,N,0.00,380.69,"1,115.00",210792,97.80
932.00,344.95,15.00,N,67.00,"1,528.88","4,334.00",316188,97.80
"1,932.00",345.01,15.00,N,0.00,131.99,751.00,105396,97.80
934.00,345.93,15.00,N,61.00,"1,683.89","4,655.00",316188,94.70
936.00,346.71,15.00,N,59.00,"1,452.43","4,151.00",316188,96.30
938.00,348.24,15.00,N,60.00,"1,528.52","4,282.00",316188,96.40
940.00,349.41,15.00,N,53.00,"1,052.28","3,317.00",316188,97.50
"3,103,942.00",352.05,15.00,N,27.00,"1,048.00","3,284.00",316188,97.50
"13,103,942.00",352.05,15.00,N,0.00,51.12,970.00,105396,97.50
"3,103,944.00",352.79,15.00,N,50.00,"1,102.75","3,456.00",316188,96.40
"3,103,946.00",353.73,15.00,N,51.00,"1,121.15","3,452.00",316188,95.70
"3,103,948.00",355.15,15.00,N,47.00,"1,124.26","3,464.00",316188,97.90
"3,103,950.00",356.35,15.00,N,49.00,"1,098.68","3,411.00",316188,98.10
"3,103,952.00",357.85,15.00,N,42.00,"1,012.05","3,106.00",316188,98.10
"13,103,952.00",357.85,15.00,N,0.00,44.11,255.00,105396,98.10
"3,103,954.00",358.21,15.00,N,44.00,"1,065.13","3,285.00",316188,97.40
"3,103,956.00",359.50,15.00,N,49.00,"1,061.28","3,251.00",316188,97.40
"3,103,958.00",360.62,15.00,N,44.00,"1,053.29","3,204.00",316188,95.10
"23,103,958.00",360.62,15.00,N,0.00,32.69,556.00,105396,87.00
"3,103,960.00",361.84,15.00,N,35.00,631.23,"1,942.00",316188,98.10
"23,103,960.00",361.84,15.00,N,0.00,433.25,"1,418.00",105396,98.10
"3,103,964.00",364.92,15.00,N,32.00,671.13,"2,034.00",210792,97.90
"3,103,994.00",379.87,15.00,N,10.00,243.14,851.00,210792,98.10
"13,103,994.00",379.87,15.00,N,0.00,21.79,220.00,105396,97.90
"3,103,996.00",380.82,15.00,N,7.00,235.09,773.00,210792,96.40
"23,103,996.00",380.82,15.00,N,0.00,25.35,434.00,105396,96.40
"3,103,998.00",381.33,15.00,N,7.00,235.10,784.00,210792,96.50
"13,103,998.00",381.33,15.00,N,0.00,39.18,258.00,105396,96.40
"3,104,000.00",384.89,15.00,N,5.00,231.72,827.00,210792,96.00
"23,104,000.00",384.89,15.00,N,0.00,23.50,222.00,105396,96.30
